  -0.00331863,  -0.06754023,   0.08086491,   0.00000000,  -0.28849544,   0.48703766,   0.79451349,   0.00000000
   0.15554877,  -0.07749611,  -0.06417144,   0.01000605,   0.09715487,  -0.37844867,   0.90310249,   0.99305571
  -0.15541720,   0.38915021,   0.24748265,   0.02388727,  -0.03297322,  -0.08698407,   0.43766976,   1.61486440
   0.02192096,  -0.07710140,   0.55953146,   0.50510293,   0.08012551,  -0.18590373,   0.16478196,   1.93257688
   0.03071677,  -0.01133852,   0.47109155,   1.00945395,  -0.13775009,   0.05447281,   0.03335104,   1.99158062
  -0.14941512,   0.08081180,   0.54056483,   1.49992376,   0.18493363,  -0.35877747,  -0.27095362,   1.94165437
   0.14125293,  -0.36743356,   0.25394307,   1.97188527,  -0.25703945,   0.19602342,  -0.43370767,   1.49685692
   0.00084004,   0.05632522,  -0.05716526,   1.99964771,   0.38481048,  -0.57509494,  -0.81277919,   1.00213321
  -0.13998601,   0.05884534,   0.05800530,   1.99964771,  -0.27006130,   0.57933649,  -0.80853764,  -0.00093044
   0.13804028,  -0.36111268,  -0.24426204,   1.97651234,   0.21886601,  -0.23084741,  -0.46004856,  -0.50019290
  -0.00961972,   0.05300817,  -0.55236655,   1.50917791,  -0.19237654,   0.42575063,  -0.26514534,  -0.97222285
  -0.04403654,   0.02414902,  -0.47520936,   1.00019981,   0.17846267,  -0.15137898,   0.00922631,  -1.00399410
   0.17188464,  -0.10796059,  -0.55902093,   0.50510293,  -0.18106794,   0.38400904,   0.24185636,  -0.96768410
  -0.15841119,   0.40769333,  -0.25928819,   0.01000605,   0.21541082,  -0.15919479,   0.46667061,  -0.52288664
