  -0.07042241,   0.21708686,   0.35898071,   0.00000000,  -0.01525441,   0.03889857,  -0.03078702,   0.00000000
  -0.06431972,   0.00581962,   0.58188720,   0.50564516,   0.00561775,  -0.00686465,   0.00124690,  -0.00714286
   0.06157226,  -0.18713954,   0.40056728,   1.02903226,  -0.09769279,   0.00998860,   0.00437085,  -0.00714286
  -0.04003383,  -0.00242276,   0.21100498,   1.30403226,   0.14705817,  -0.28308976,  -0.26873031,  -0.09047619
   0.04533726,  -0.12252426,   0.08605796,   1.47258065,  -0.05006369,   0.15808474,  -0.39373534,  -0.49523810
  -0.17679909,   0.01348753,  -0.02297876,   1.48145161,   0.02938705,   0.00789368,  -0.22775692,  -0.78095238
   0.27153653,  -0.51690975,  -0.52640098,   1.29516129,  -0.01986548,   0.09605484,  -0.12380841,  -0.97142857
  -0.06660511,   0.29769985,  -0.74561087,   0.52338710,  -0.02135371,   0.03645840,   0.00870483,  -1.01904762
  -0.03172901,   0.09788453,  -0.35002649,   0.00887097,   0.04575652,  -0.02760274,   0.01756050,  -0.99523810
   0.03384372,   0.00269751,  -0.24944445,  -0.27500000,   0.02880383,   0.10966682,   0.09962459,  -0.95952381
   0.02941864,   0.10422867,  -0.14251828,  -0.48790323,  -0.12525754,   0.19607830,   0.40536971,  -0.72142857
  -0.09829249,   0.19248460,   0.15419499,  -0.49677419,   0.00794060,  -0.17969431,   0.42175370,  -0.24523810
   0.10649324,  -0.10239286,   0.24428672,  -0.24838710,   0.06492369,  -0.15587249,   0.08618690,   0.00476190
